Product_Name,Brand,Category,Usage_Frequency,Price,Rating,Number_of_Reviews,Product_Size,Skin_Type,Gender,Packaging_Type,Ingredients,Cruelty_Free,Country_of_Origin,Price_IDR,combined_features,Image_URL
ultra primer,becca,foundation,monthly,64.4,4.0,6745,50ml,dry,male,Bottle,hyaluronic acid,True,USA,966000.0000000001,foundation dry monthly hyaluronic acid,
perfect exfoliator,e.l.f.,face oil,monthly,133.83,2.5,2589,100ml,dry,male,Jar,shea butter,False,USA,2007450.0000000002,face oil dry monthly shea butter,
ultra eyeliner,bobby brown,eyeliner,monthly,11.24,3.1,8830,50ml,sensitive,female,Spray,glycerin,False,UK,168600.0,eyeliner sensitive monthly glycerin,
super eye shadow,patrick ta,mascara,daily,23.43,4.8,5322,250ml,dry,unisex,Spray,salicylic acid,False,UK,351450.0,mascara dry daily salicylic acid,
magic mascara,urban decay,bb cream,weekly,57.18,2.1,1421,100ml,oily,unisex,Stick,glycerin,True,UK,857700.0,bb cream oily weekly glycerin,
divine primer,kiehl’s,serum,weekly,102.88,4.6,9311,50ml,oily,male,Stick,hyaluronic acid,False,USA,1543200.0,serum oily weekly hyaluronic acid,
perfect concealer,becca,powder,monthly,142.44,4.2,451,100ml,combination,male,Spray,hyaluronic acid,False,USA,2136600.0,powder combination monthly hyaluronic acid,
perfect lip liner,laura mercier,concealer,monthly,39.89,4.6,3914,200ml,normal,male,Stick,aloe vera,False,South Korea,598350.0,concealer normal monthly aloe vera,
super exfoliator,drunk elephant,lip liner,monthly,23.98,1.5,8320,150ml,combination,female,Compact,salicylic acid,False,Japan,359700.0,lip liner combination monthly salicylic acid,
super eyeliner,kvd beauty,face mask,occasional,112.59,4.7,7668,200ml,oily,female,Bottle,vitamin c,False,Italy,1688850.0,face mask oily occasional vitamin c,
super makeup remover,anastasia beverly hills,exfoliator,daily,148.49,1.1,3368,100ml,dry,unisex,Spray,retinol,False,France,2227350.0,exfoliator dry daily retinol,
perfect eye shadow,glossier,bb cream,monthly,33.77,4.3,442,30ml,combination,unisex,Jar,shea butter,True,South Korea,506550.00000000006,bb cream combination monthly shea butter,
ultra cleanser,ilia beauty,face oil,daily,27.29,3.5,6783,30ml,oily,unisex,Tube,hyaluronic acid,False,France,409350.0,face oil oily daily hyaluronic acid,
perfect lip liner,charlotte tilbury,face oil,monthly,147.41,4.5,2448,30ml,oily,female,Stick,retinol,True,France,2211150.0,face oil oily monthly retinol,
magic setting spray,huda beauty,bronzer,occasional,45.24,1.6,9014,150ml,sensitive,female,Tube,vitamin c,False,Australia,678600.0,bronzer sensitive occasional vitamin c,
perfect mascara,perricone md,contour,daily,13.42,1.3,6389,50ml,sensitive,female,Jar,glycerin,True,Australia,201300.0,contour sensitive daily glycerin,
magic serum,tatcha,bb cream,occasional,44.25,3.6,7779,200ml,sensitive,male,Jar,shea butter,False,Japan,663750.0,bb cream sensitive occasional shea butter,
magic highlighter,too faced,face oil,weekly,100.75,2.0,270,250ml,sensitive,female,Bottle,salicylic acid,True,South Korea,1511250.0,face oil sensitive weekly salicylic acid,
divine moisturizer,e.l.f.,highlighter,weekly,40.73,2.9,4891,200ml,dry,female,Compact,shea butter,True,Italy,610950.0,highlighter dry weekly shea butter,
magic contour,juvia’s place,highlighter,daily,82.79,2.2,2172,30ml,normal,female,Bottle,salicylic acid,False,Australia,1241850.0,highlighter normal daily salicylic acid,
super concealer,milk makeup,concealer,occasional,129.35,4.8,2964,100ml,combination,unisex,Tube,shea butter,True,UK,1940250.0,concealer combination occasional shea butter,
magic lipstick,rms beauty,mascara,weekly,76.05,1.4,9536,200ml,normal,unisex,Compact,hyaluronic acid,False,Australia,1140750.0,mascara normal weekly hyaluronic acid,
divine cc cream,bobby brown,cleanser,daily,123.79,2.0,8183,250ml,sensitive,unisex,Stick,salicylic acid,True,Italy,1856850.0,cleanser sensitive daily salicylic acid,
ultra lipstick,bobby brown,moisturizer,daily,113.13,3.6,138,200ml,sensitive,female,Jar,retinol,True,Germany,1696950.0,moisturizer sensitive daily retinol,
perfect setting spray,pat mcgrath labs,highlighter,weekly,27.41,1.6,6213,100ml,oily,male,Jar,salicylic acid,False,USA,411150.0,highlighter oily weekly salicylic acid,
ultra eyeliner,huda beauty,eyeliner,weekly,89.35,2.1,7837,100ml,oily,female,Bottle,vitamin c,False,Australia,1340250.0,eyeliner oily weekly vitamin c,
magic face oil,laura mercier,face oil,daily,108.45,4.9,7641,200ml,sensitive,female,Spray,salicylic acid,False,Australia,1626750.0,face oil sensitive daily salicylic acid,
ultra cc cream,bite beauty,makeup remover,daily,55.75,3.6,6536,100ml,dry,male,Stick,salicylic acid,False,Italy,836250.0,makeup remover dry daily salicylic acid,
super face oil,kvd beauty,bronzer,weekly,148.58,2.8,93,250ml,normal,unisex,Jar,glycerin,False,France,2228700.0,bronzer normal weekly glycerin,
ultra blush,kiehl’s,contour,weekly,115.69,2.2,4621,150ml,oily,unisex,Stick,hyaluronic acid,True,USA,1735350.0,contour oily weekly hyaluronic acid,
super face mask,too faced,concealer,occasional,71.83,1.8,870,200ml,oily,male,Tube,hyaluronic acid,True,France,1077450.0,concealer oily occasional hyaluronic acid,
divine cleanser,kvd beauty,exfoliator,weekly,48.37,2.8,5551,250ml,combination,female,Stick,hyaluronic acid,True,UK,725550.0,exfoliator combination weekly hyaluronic acid,
super highlighter,rare beauty,bb cream,monthly,130.52,1.3,662,250ml,combination,female,Spray,vitamin c,True,South Korea,1957800.0000000002,bb cream combination monthly vitamin c,
perfect mascara,perricone md,cleanser,monthly,24.44,2.6,5826,200ml,dry,unisex,Spray,vitamin c,False,South Korea,366600.0,cleanser dry monthly vitamin c,
ultra eyeliner,kiehl’s,lip gloss,monthly,136.35,2.1,9142,250ml,normal,unisex,Jar,aloe vera,False,Germany,2045250.0,lip gloss normal monthly aloe vera,
super face oil,kiehl’s,lip gloss,monthly,21.42,4.3,461,50ml,combination,unisex,Stick,salicylic acid,False,Italy,321300.0,lip gloss combination monthly salicylic acid,
divine primer,hourglass,face oil,daily,18.3,1.5,7630,250ml,combination,unisex,Compact,retinol,True,Italy,274500.0,face oil combination daily retinol,
perfect bb cream,patrick ta,mascara,occasional,53.85,1.7,5979,30ml,normal,unisex,Stick,aloe vera,True,South Korea,807750.0,mascara normal occasional aloe vera,
perfect lip liner,hourglass,setting spray,weekly,51.03,4.0,3838,150ml,dry,unisex,Jar,hyaluronic acid,True,Germany,765450.0,setting spray dry weekly hyaluronic acid,
divine setting spray,juvia’s place,serum,occasional,15.99,3.3,6559,200ml,combination,female,Compact,glycerin,False,Australia,239850.0,serum combination occasional glycerin,
magic lip liner,nars,cc cream,weekly,100.05,1.1,743,50ml,dry,male,Spray,hyaluronic acid,False,Germany,1500750.0,cc cream dry weekly hyaluronic acid,
super mascara,hourglass,lip gloss,occasional,95.4,4.0,2192,150ml,oily,male,Bottle,glycerin,False,South Korea,1431000.0,lip gloss oily occasional glycerin,
ultra cleanser,nars,powder,occasional,52.06,3.7,8047,50ml,combination,female,Tube,aloe vera,False,Japan,780900.0,powder combination occasional aloe vera,
magic highlighter,charlotte tilbury,mascara,daily,110.71,2.2,5384,50ml,dry,unisex,Compact,retinol,False,Australia,1660650.0,mascara dry daily retinol,
perfect foundation,fenty beauty,moisturizer,occasional,31.89,3.2,6463,250ml,normal,female,Spray,salicylic acid,False,Germany,478350.0,moisturizer normal occasional salicylic acid,
divine cleanser,tarte,bronzer,monthly,58.92,4.2,3820,30ml,combination,unisex,Tube,glycerin,False,UK,883800.0,bronzer combination monthly glycerin,
super highlighter,pat mcgrath labs,exfoliator,daily,54.65,4.9,7666,200ml,oily,female,Tube,glycerin,False,UK,819750.0,exfoliator oily daily glycerin,
perfect highlighter,perricone md,cleanser,daily,148.17,2.0,6541,50ml,combination,unisex,Bottle,hyaluronic acid,True,South Korea,2222550.0,cleanser combination daily hyaluronic acid,
perfect lip gloss,ilia beauty,foundation,monthly,119.22,2.8,8082,250ml,normal,unisex,Stick,hyaluronic acid,True,France,1788300.0,foundation normal monthly hyaluronic acid,
divine cc cream,tarte,eye shadow,daily,143.59,1.2,9635,50ml,combination,female,Jar,shea butter,False,South Korea,2153850.0,eye shadow combination daily shea butter,
divine eye shadow,colourpop,lip gloss,occasional,116.47,3.6,9048,200ml,combination,female,Bottle,retinol,True,UK,1747050.0,lip gloss combination occasional retinol,
ultra eye shadow,kiehl’s,blush,weekly,35.66,2.7,3081,100ml,normal,male,Jar,glycerin,False,Italy,534900.0,blush normal weekly glycerin,
perfect primer,juvia’s place,mascara,weekly,37.4,2.6,5029,250ml,sensitive,female,Bottle,retinol,False,Germany,561000.0,mascara sensitive weekly retinol,
super contour,glossier,makeup remover,occasional,144.29,3.0,1718,200ml,combination,male,Compact,vitamin c,False,USA,2164350.0,makeup remover combination occasional vitamin c,
perfect contour,sisley,blush,weekly,104.34,1.9,401,30ml,sensitive,male,Jar,shea butter,False,Australia,1565100.0,blush sensitive weekly shea butter,
magic cleanser,anastasia beverly hills,concealer,monthly,84.07,3.8,3362,100ml,dry,female,Spray,shea butter,True,South Korea,1261050.0,concealer dry monthly shea butter,
ultra mascara,tatcha,bronzer,weekly,104.9,4.5,6379,100ml,normal,female,Tube,shea butter,False,USA,1573500.0,bronzer normal weekly shea butter,
super bb cream,shiseido,concealer,daily,131.63,3.6,9990,150ml,dry,female,Spray,shea butter,False,South Korea,1974450.0,concealer dry daily shea butter,
super setting spray,perricone md,foundation,occasional,114.6,2.4,991,200ml,normal,unisex,Jar,salicylic acid,True,South Korea,1719000.0,foundation normal occasional salicylic acid,
perfect lipstick,tarte,face mask,monthly,40.81,3.8,8723,100ml,combination,unisex,Tube,hyaluronic acid,False,Italy,612150.0,face mask combination monthly hyaluronic acid,
ultra lipstick,huda beauty,bronzer,weekly,11.44,1.8,3305,250ml,normal,male,Jar,salicylic acid,True,Germany,171600.0,bronzer normal weekly salicylic acid,
magic eye shadow,kvd beauty,cc cream,weekly,127.76,2.3,8587,100ml,normal,female,Stick,hyaluronic acid,False,Australia,1916400.0,cc cream normal weekly hyaluronic acid,
ultra blush,it cosmetics,lipstick,occasional,76.92,1.3,9889,250ml,dry,male,Jar,shea butter,True,South Korea,1153800.0,lipstick dry occasional shea butter,
ultra blush,e.l.f.,eye shadow,monthly,120.91,3.2,5159,50ml,dry,unisex,Spray,vitamin c,True,UK,1813650.0,eye shadow dry monthly vitamin c,
super primer,farsali,lipstick,daily,67.32,1.5,6102,100ml,combination,female,Spray,vitamin c,True,France,1009799.9999999999,lipstick combination daily vitamin c,
ultra bb cream,kylie cosmetics,contour,weekly,87.39,2.6,4846,30ml,dry,male,Bottle,salicylic acid,False,USA,1310850.0,contour dry weekly salicylic acid,
super face mask,charlotte tilbury,cleanser,daily,85.83,4.6,8613,50ml,dry,male,Compact,salicylic acid,True,Japan,1287450.0,cleanser dry daily salicylic acid,
perfect powder,shiseido,highlighter,weekly,47.15,4.1,6406,100ml,combination,unisex,Bottle,vitamin c,False,USA,707250.0,highlighter combination weekly vitamin c,
divine bronzer,farsali,foundation,occasional,103.0,5.0,9904,30ml,dry,unisex,Stick,vitamin c,True,Australia,1545000.0,foundation dry occasional vitamin c,
magic setting spray,clinique,serum,occasional,113.65,2.3,3028,50ml,normal,unisex,Stick,retinol,True,Australia,1704750.0,serum normal occasional retinol,
ultra makeup remover,anastasia beverly hills,blush,occasional,96.37,2.2,776,50ml,dry,male,Tube,salicylic acid,False,Italy,1445550.0,blush dry occasional salicylic acid,
super bb cream,bobby brown,eyeliner,weekly,70.72,1.6,8753,250ml,combination,unisex,Spray,glycerin,True,USA,1060800.0,eyeliner combination weekly glycerin,
divine primer,e.l.f.,concealer,monthly,114.3,2.7,3174,200ml,oily,unisex,Bottle,retinol,False,Italy,1714500.0,concealer oily monthly retinol,
magic blush,kylie cosmetics,highlighter,occasional,55.93,3.3,8919,250ml,dry,female,Compact,hyaluronic acid,False,Australia,838950.0,highlighter dry occasional hyaluronic acid,
divine lip gloss,kylie cosmetics,foundation,monthly,134.96,4.7,5283,200ml,dry,male,Tube,aloe vera,False,UK,2024400.0000000002,foundation dry monthly aloe vera,
ultra bronzer,juvia’s place,lip liner,occasional,43.32,1.7,1448,30ml,sensitive,female,Stick,hyaluronic acid,False,South Korea,649800.0,lip liner sensitive occasional hyaluronic acid,
magic bronzer,bobby brown,moisturizer,weekly,40.31,4.9,7779,30ml,oily,female,Stick,glycerin,True,USA,604650.0,moisturizer oily weekly glycerin,
magic mascara,farsali,lipstick,occasional,31.57,4.0,6269,250ml,oily,female,Jar,hyaluronic acid,True,Japan,473550.0,lipstick oily occasional hyaluronic acid,
magic blush,kylie cosmetics,contour,occasional,96.34,3.9,8488,150ml,oily,female,Jar,shea butter,True,Australia,1445100.0,contour oily occasional shea butter,
perfect serum,make up for ever,primer,monthly,101.91,1.9,4422,30ml,combination,male,Compact,retinol,True,USA,1528650.0,primer combination monthly retinol,
divine mascara,make up for ever,face oil,occasional,10.2,1.8,7814,100ml,combination,unisex,Tube,shea butter,True,Italy,153000.0,face oil combination occasional shea butter,
super lip gloss,drunk elephant,primer,weekly,63.5,3.2,4547,250ml,dry,female,Stick,shea butter,True,Japan,952500.0,primer dry weekly shea butter,
perfect eye shadow,bobby brown,eyeliner,daily,119.63,2.2,3089,250ml,normal,male,Bottle,hyaluronic acid,False,USA,1794450.0,eyeliner normal daily hyaluronic acid,
divine highlighter,yves saint laurent,bb cream,daily,147.67,1.0,9889,150ml,sensitive,female,Stick,glycerin,True,Japan,2215050.0,bb cream sensitive daily glycerin,
ultra serum,juvia’s place,eyeliner,monthly,70.24,2.4,5240,150ml,sensitive,unisex,Spray,shea butter,True,USA,1053600.0,eyeliner sensitive monthly shea butter,
super blush,becca,face oil,daily,86.98,1.8,8258,50ml,dry,unisex,Tube,glycerin,False,USA,1304700.0,face oil dry daily glycerin,
super lip liner,becca,cc cream,daily,145.28,4.7,766,30ml,oily,female,Spray,retinol,True,Italy,2179200.0,cc cream oily daily retinol,
super setting spray,milk makeup,eye shadow,occasional,63.09,1.3,8611,100ml,dry,unisex,Stick,aloe vera,True,France,946350.0,eye shadow dry occasional aloe vera,
divine bb cream,shiseido,primer,weekly,86.62,4.3,6736,50ml,combination,unisex,Bottle,retinol,False,Germany,1299300.0,primer combination weekly retinol,
super face oil,hourglass,powder,occasional,107.2,4.6,9835,100ml,oily,male,Bottle,salicylic acid,True,UK,1608000.0,powder oily occasional salicylic acid,
super contour,kylie cosmetics,concealer,daily,107.24,4.4,3865,150ml,oily,female,Compact,glycerin,False,South Korea,1608600.0,concealer oily daily glycerin,
super bronzer,huda beauty,mascara,occasional,86.57,1.2,5072,200ml,oily,female,Bottle,glycerin,True,Italy,1298550.0,mascara oily occasional glycerin,
divine eye shadow,bite beauty,serum,monthly,106.8,3.5,8552,200ml,sensitive,unisex,Compact,retinol,True,France,1602000.0,serum sensitive monthly retinol,
divine bb cream,clinique,lip liner,occasional,57.84,4.3,9804,30ml,sensitive,female,Tube,hyaluronic acid,True,Italy,867600.0,lip liner sensitive occasional hyaluronic acid,
divine lipstick,nars,cleanser,weekly,79.2,4.5,7625,30ml,dry,male,Tube,glycerin,True,Japan,1188000.0,cleanser dry weekly glycerin,
super face oil,nars,powder,occasional,95.98,1.3,8285,100ml,oily,unisex,Bottle,retinol,False,Germany,1439700.0,powder oily occasional retinol,
divine primer,kylie cosmetics,face oil,weekly,91.97,4.5,4038,50ml,oily,unisex,Stick,glycerin,True,Italy,1379550.0,face oil oily weekly glycerin,
divine cc cream,patrick ta,mascara,occasional,126.27,1.5,5729,250ml,normal,male,Tube,glycerin,False,Germany,1894050.0,mascara normal occasional glycerin,
magic mascara,make up for ever,mascara,weekly,148.03,1.8,855,50ml,sensitive,female,Bottle,salicylic acid,False,Germany,2220450.0,mascara sensitive weekly salicylic acid,
magic moisturizer,rms beauty,serum,daily,18.16,3.5,7572,50ml,dry,male,Bottle,shea butter,False,Australia,272400.0,serum dry daily shea butter,
ultra bb cream,rms beauty,face oil,monthly,148.16,2.9,4420,50ml,combination,unisex,Spray,glycerin,True,Italy,2222400.0,face oil combination monthly glycerin,
divine mascara,bobby brown,highlighter,monthly,68.59,3.3,3530,100ml,oily,female,Stick,aloe vera,False,USA,1028850.0,highlighter oily monthly aloe vera,
magic powder,juvia’s place,concealer,weekly,101.28,4.2,6529,50ml,dry,male,Jar,aloe vera,True,France,1519200.0,concealer dry weekly aloe vera,
magic bb cream,fenty beauty,contour,monthly,85.46,3.7,5907,100ml,oily,unisex,Jar,retinol,True,South Korea,1281900.0,contour oily monthly retinol,
super mascara,morphe,eyeliner,monthly,108.6,2.7,4371,50ml,dry,male,Stick,glycerin,False,Italy,1629000.0,eyeliner dry monthly glycerin,
magic exfoliator,kylie cosmetics,foundation,occasional,33.72,4.4,1242,200ml,sensitive,male,Compact,glycerin,False,Italy,505800.0,foundation sensitive occasional glycerin,
ultra bb cream,becca,lipstick,monthly,17.88,2.8,1262,30ml,sensitive,unisex,Stick,salicylic acid,True,France,268200.0,lipstick sensitive monthly salicylic acid,
ultra eyeliner,fenty beauty,eye shadow,monthly,57.37,4.6,3254,30ml,combination,unisex,Bottle,aloe vera,False,France,860550.0,eye shadow combination monthly aloe vera,
magic face mask,yves saint laurent,cleanser,monthly,90.53,2.6,2864,150ml,combination,male,Bottle,hyaluronic acid,True,Australia,1357950.0,cleanser combination monthly hyaluronic acid,
divine primer,it cosmetics,face oil,monthly,141.54,4.7,1433,150ml,combination,unisex,Tube,salicylic acid,True,France,2123100.0,face oil combination monthly salicylic acid,
